timestamp,value,anomalie,day,month,hour_min,day_of_week,holiday,gap_holiday,t
2014-10-05 01:30:00,0.8286846496975413,0,4,4,-1.4779364343653292,6,0,1.7478776692991755,1.7324264828379234
2014-10-05 02:00:00,0.6101822700257216,0,4,4,-1.4057904552120701,6,0,1.7478776692991755,1.7331777519111402
2014-10-05 02:30:00,0.3252181275692404,0,4,4,-1.3336444760588113,6,0,1.7478776692991755,1.733929020984357
2014-10-05 03:00:00,0.02053948469124162,0,4,4,-1.2614984969055523,6,0,1.7478776692991755,1.7346802900575737
2014-10-05 03:30:00,-0.321477227166904,0,4,4,-1.1893525177522934,6,0,1.7478776692991755,1.7354315591307905
2014-10-05 04:00:00,-0.5906100283758029,0,4,4,-1.1172065385990344,6,0,1.7478776692991755,1.7361828282040073
2014-10-05 04:30:00,-1.2612017472592414,0,4,4,-1.0450605594457756,6,0,1.7478776692991755,1.736934097277224
2014-10-05 05:00:00,-1.6132250616040664,0,4,4,-0.9729145802925165,6,0,1.7478776692991755,1.7376853663504408
2014-10-05 05:30:00,-1.7718371786317304,0,4,4,-0.9007686011392576,6,0,1.7478776692991755,1.7384366354236578
2014-10-05 06:00:00,-1.7691488376651598,0,4,4,-0.8286226219859987,6,0,1.7478776692991755,1.7391879044968745
2014-10-05 06:30:00,-1.6504137783082928,0,4,4,-0.7564766428327397,6,0,1.7478776692991755,1.7399391735700913
2014-10-05 07:00:00,-1.5766337540035225,0,4,4,-0.6843306636794808,6,0,1.7478776692991755,1.740690442643308
2014-10-05 07:30:00,-1.3664951017832556,0,4,4,-0.6121846845262219,6,0,1.7478776692991755,1.7414417117165248
2014-10-05 08:00:00,-1.1818956887454093,0,4,4,-0.540038705372963,6,0,1.7478776692991755,1.7421929807897416
2014-10-05 08:30:00,-0.9145551148475575,0,4,4,-0.46789272621970396,6,0,1.7478776692991755,1.7429442498629584
2014-10-05 09:00:00,-0.6651368140601762,0,4,4,-0.395746747066445,6,0,1.7478776692991755,1.7436955189361751
2014-10-05 09:30:00,-0.3650880917357156,0,4,4,-0.3236007679131861,6,0,1.7478776692991755,1.7444467880093921
2014-10-05 10:00:00,-0.09132536997327852,0,4,4,-0.2514547887599271,6,0,1.7478776692991755,1.745198057082609
2014-10-05 10:30:00,0.2733928878247965,0,4,4,-0.1793088096066682,6,0,1.7478776692991755,1.7459493261558257
2014-10-05 11:00:00,0.40243325422018417,0,4,4,-0.10716283045340926,6,0,1.7478776692991755,1.7467005952290424
2014-10-05 11:30:00,0.5632856553866571,0,4,4,-0.03501685130015031,6,0,1.7478776692991755,1.7474518643022592
2014-10-05 12:00:00,0.5051876200535484,0,4,4,0.03712912785310863,6,0,1.7478776692991755,1.748203133375476
2014-10-05 12:30:00,0.6130199632682127,0,4,4,0.10927510700636757,6,0,1.7478776692991755,1.7489544024486927
2014-10-05 13:00:00,0.4836808923209838,0,4,4,0.18142108615962652,6,0,1.7478776692991755,1.7497056715219095
2014-10-05 13:30:00,0.43185565257653996,0,4,4,0.2535670653128855,6,0,1.7478776692991755,1.7504569405951265
2014-10-05 14:00:00,0.3529976508904697,0,4,4,0.3257130444661444,6,0,1.7478776692991755,1.7512082096683432
2014-10-05 14:30:00,0.4022839019442636,0,4,4,0.39785902361940334,6,0,1.7478776692991755,1.75195947874156
2014-10-05 15:00:00,0.33477667322815796,0,4,4,0.4700050027726623,6,0,1.7478776692991755,1.7527107478147768
2014-10-05 15:30:00,0.2611460011993083,0,4,4,0.5421509819259213,6,0,1.7478776692991755,1.7534620168879935
